StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;Q_RecaptchaScore;Q_RelevantIDDuplicate;Q_RelevantIDDuplicateScore;Q_RelevantIDFraudScore;Q_RelevantIDLastStartDate;Q3;Q4;Q5;Q6;Q8_1;Q8_2;Q9_1;Q9_2;Q9_3;Q9_4;Q9_5;Q9_6;Q9_7;Q11;Q10_1;Q10_2;Q10_3;Q10_4;Q10_5;Q19_1;Q19_2;Q19_3;Q19_4;Q19_5;Q19_6;Q19_7;Q19_8;Q19_9;Q19_10;Q19_11;Q19_12;Q23_1;Q23_2;Q23_3;Q23_4;Q23_5;Q23_6;Q23_7;Q23_8;Q23_9;Q23_10;Q23_11;Q23_12;Q27_1;Q27_2;Q27_3;Q27_4;Q27_5;Q27_6;Q27_7;Q27_8;Q27_9;Q26_1;Q26_2;Q26_3;Q26_4;Q26_5;Q26_6;Q26_7;Q26_8;Q26_9;Q15;Q13_1;Q13_2;Q13_3;Q13_4;Q13_5;Q13_6;Q13_7;opp;gc;term;Q_BallotBoxStuffing;Q_TotalDuration;expected_loi;expected_ir;expected_n;geo_IP;Q_CHL;rid;RISN;LS;transaction_id;SVID;PS;psid;K2;med;_k;entrySigCheck;DisplayOrder;V;tg;orderNumber
09-01-25 3:17;09-01-25 3:22;IP Address;100;278;True;09-01-25 3:22;R_2CBo85kULqbh7rf;anonymous;FI;1;;0;0;;35-44;Mies;Pohjois- ja Itä-Suomi;Ammattitutkinto;9;8;7;7;7;7;8;9;9;Hyvin kiinnostunut;Täysin samaa mieltä;Täysin eri mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Jonkin verran parempaan;Jonkin verran parempaan;Jonkin verran huonompaan;Pysynyt samana;Jonkin verran huonompaan;Pysynyt samana;Paljon parempaan;Jonkin verran parempaan;9;9;9;Kehitys johtuu täysin hallituksen politiikasta 10;5;7;Kehitys johtuu täysin hallituksen politiikasta 10;9;Kehitys johtuu täysin hallituksen politiikasta 10;3;5;7;7;2;1;1;5;Erittäin lähellä 10;5;5;6;7;2;1;1;5;Pidän erittäin paljon 10;5;5;7;Vasemmistoliitto (VAS);Täysin eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Täysin eri mieltä;Qual73530196-3004-Finland;1;;;278;10;0.6;1500;FI;anonymous;;;;2rR9ukCxVHb9ads1q79Lcs;37679796;341;5f54e21c-12a3-d194-69f6-193d8ee12605;;;;;;;;
09-01-25 3:15;09-01-25 3:22;IP Address;100;396;True;09-01-25 3:22;R_2f9y4Jod1aVtdBz;anonymous;FI;0,800000012;;0;10;;45-54;Mies;Etelä-Suomi;Ammattitutkinto;10;10;Luotan täysin 10;Luotan täysin 10;Luotan täysin 10;Luotan täysin 10;Luotan täysin 10;Luotan täysin 10;Luotan täysin 10;En lainkaan kiinnostunut;Jokseenkin eri mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Jonkin verran parempaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Paljon huonompaan;Paljon parempaan;Paljon parempaan;Jonkin verran huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon parempaan;Paljon parempaan;Paljon parempaan;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Erittäin lähellä 10;Erittäin lähellä 10;Erittäin lähellä 10;Erittäin lähellä 10;Erittäin lähellä 10;Erittäin lähellä 10;Erittäin lähellä 10;Erittäin lähellä 10;Erittäin lähellä 10;Pidän erittäin paljon 10;Pidän erittäin paljon 10;Pidän erittäin paljon 10;Pidän erittäin paljon 10;Pidän erittäin paljon 10;Pidän erittäin paljon 10;Pidän erittäin paljon 10;Pidän erittäin paljon 10;Pidän erittäin paljon 10;Perussuomalaiset (PS);Täysin eri mieltä;Täysin eri mieltä;Täysin eri mieltä;Täysin eri mieltä;Täysin eri mieltä;Täysin eri mieltä;Täysin eri mieltä;Qual73530196-3004-Finland;1;;;396;10;0.6;1500;FI;anonymous;;;;3l8lqBXh9957ITkmRTAmuO;37679796;341;0aaa0487-4935-aff7-50b4-96440b6b55be;;;;;;;;
09-01-25 3:17;09-01-25 3:23;IP Address;100;335;True;09-01-25 3:23;R_2109p5TXn0SJkYI;anonymous;FI;1;;0;0;;45-54;Mies;Pohjois- ja Itä-Suomi;Ammattitutkinto;2;2;En luota ollenkaan 0;En luota ollenkaan 0;En luota ollenkaan 0;En luota ollenkaan 0;En luota ollenkaan 0;En luota ollenkaan 0;2;Jonkin verran kiinnostunut;Jokseenkin samaa mieltä;Täysin eri mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Pysynyt samana;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Ei lainkaan lähellä 0;2;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;En pidä ollenkaan 0;1;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En äänestänyt;Täysin eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Qual73530196-3004-Finland;1;;;335;10;0.6;1500;FI;anonymous;;;;5iy3zdQJDmeYWd29t8HoFC;37679796;341;9046f1ec-3eab-a077-cf81-0e7332849b75;;;;;;;;
09-01-25 3:16;09-01-25 3:23;IP Address;100;405;True;09-01-25 3:23;R_2EmFhJxJA4xqExs;anonymous;FI;1;;0;0;;35-44;Mies;Helsinki ja Uusimaa;Ylioppilastutkinto;7;3;5;5;4;3;5;9;8;Vain vähän kiinnostunut;Jokseenkin samaa mieltä;Täysin eri mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Jonkin verran parempaan;Pysynyt samana;Pysynyt samana;Jonkin verran huonompaan;Pysynyt samana;4;5;4;4;4;7;4;5;6;7;8;8;9;2;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;7;5;1;1;4;2;1;1;4;Suomen Sosialidemokraattinen Puolue (SDP);Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Qual73530196-3004-Finland;1;;;405;10;0.6;1500;FI;anonymous;;;;0f0nRtPAM0aaSCDScmO0u4;37679796;341;d03e5d39-ff12-65cf-acf1-ddd6848bf676;;;;;;;;
09-01-25 3:19;09-01-25 3:23;IP Address;100;234;True;09-01-25 3:23;R_8iy3vNB2fKrtOFj;anonymous;FI;1;;0;0;;25-34;Mies;Länsi-Suomi;Ammattitutkinto;4;7;4;4;3;4;7;6;3;Vain vähän kiinnostunut;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Paljon huonompaan;Paljon huonompaan;Pysynyt samana;Pysynyt samana;Jonkin verran parempaan;Jonkin verran parempaan;Jonkin verran huonompaan;Paljon huonompaan;Paljon huonompaan;Pysynyt samana;Pysynyt samana;Jonkin verran parempaan;7;8;5;6;6;7;9;9;Kehitys johtuu täysin hallituksen politiikasta 10;6;8;8;7;8;4;5;4;3;Ei lainkaan lähellä 0;5;6;7;8;5;5;4;4;En pidä ollenkaan 0;6;7;Perussuomalaiset (PS);Täysin eri mieltä;Jokseenkin eri mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Qual73530196-3004-Finland;1;;;234;10;0.6;1500;FI;anonymous;;;;6CIfY8lrM63OXEvh1ToMEF;37679796;341;ea0a99d3-6627-b985-e87a-6dd7bac843c7;;;;;;;;
09-01-25 3:17;09-01-25 3:23;IP Address;100;351;True;09-01-25 3:23;R_8Sp14Qg07VUrbMn;anonymous;FI;1;;0;0;;25-34;Nainen;Länsi-Suomi;Ammattitutkinto;4;4;3;3;4;2;5;7;6;Vain vähän kiinnostunut;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Täysin samaa mieltä;Ei samaa eikä eri mieltä;Jonkin verran huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Pysynyt samana;En osaa sanoa;En osaa sanoa;Jonkin verran huonompaan;En osaa sanoa;Paljon huonompaan;Pysynyt samana;Pysynyt samana;En osaa sanoa;6;5;5;6;5;5;8;6;Kehitys johtuu täysin hallituksen politiikasta 10;8;6;6;6;6;6;5;3;5;2;9;3;6;6;6;6;5;5;4;9;6;Suomen Kristillisdemokraatit (KD);Jokseenkin eri mieltä;Jokseenkin eri mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Qual73530196-3004-Finland;1;;;351;10;0.6;1500;FI;anonymous;;;;4AiraLyL3p8kYzcO5agzyE;37679796;341;dc8a0170-016f-8125-7c07-56602301fae4;;;;;;;;
09-01-25 3:19;09-01-25 3:23;IP Address;100;289;True;09-01-25 3:24;R_2ylq0xB2hQFsAmW;anonymous;FI;0,899999976;;0;0;;55+;Mies;Länsi-Suomi;Ylempi opistoaste tai ammattikorkeakoulututkinto;5;5;7;7;7;7;6;7;7;Vain vähän kiinnostunut;Jokseenkin samaa mieltä;Täysin eri mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Pysynyt samana;Pysynyt samana;4;4;4;4;4;5;4;4;4;4;6;5;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;9;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;1;En pidä ollenkaan 0;1;1;8;1;1;1;1;En äänestänyt;Täysin eri mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Qual73530196-3004-Finland;1;;;289;10;0.6;1500;FI;anonymous;;;;2siizvsX0s156bNQlQhXuP;37679796;341;9342eaae-99a9-d8df-a6b1-8fdcc2c0a336;;;;;;;;
09-01-25 3:17;09-01-25 3:23;IP Address;100;381;True;09-01-25 3:24;R_2DJ6zuPPJVI2I0a;anonymous;FI;1;;0;0;;45-54;Mies;Etelä-Suomi;Peruskoulu (luokat 1-9);5;5;5;5;6;5;6;8;8;Jonkin verran kiinnostunut;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Jonkin verran huonompaan;Jonkin verran huonompaan;Pysynyt samana;Paljon huonompaan;Pysynyt samana;Jonkin verran parempaan;Paljon huonompaan;Pysynyt samana;Pysynyt samana;Pysynyt samana;Jonkin verran parempaan;Jonkin verran parempaan;5;5;5;5;5;6;3;4;4;4;7;5;5;4;5;5;5;5;4;4;3;5;1;4;5;6;6;4;3;1;En äänestänyt;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Qual73530196-3004-Finland;1;;;381;10;0.6;1500;FI;anonymous;;;;6vpLvUZM9y35Iw5w8kHgi2;37679796;341;17c42d1f-02f7-cb55-5026-340e0977ccde;;;;;;;;
09-01-25 3:21;09-01-25 3:24;IP Address;100;139;True;09-01-25 3:24;R_269EUe6nCoL3Kgu;anonymous;FI;1;;0;0;;35-44;Nainen;Länsi-Suomi;Ammattitutkinto;6;6;7;8;7;7;7;5;6;Jonkin verran kiinnostunut;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;5;6;6;7;7;6;6;7;8;7;7;6;5;6;5;5;5;5;5;5;5;6;6;7;6;6;5;4;5;6;En äänestänyt;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Qual73530196-3004-Finland;1;;;139;10;0.6;1500;FI;anonymous;;;;1NrBTqZtZnRo1cnuAd14Qp;37679796;341;e2d2dd33-d051-2cf6-acfa-6aa24a1a79fc;;;;on;;D_API;;XXX
09-01-25 3:21;09-01-25 3:24;IP Address;100;174;True;09-01-25 3:24;R_2pa6lblAxE6aLJo;anonymous;FI;0,899999976;;0;0;;45-54;Nainen;Länsi-Suomi;Ammattitutkinto;8;7;6;Luotan täysin 10;6;6;6;8;7;Hyvin kiinnostunut;En osaa sanoa;Täysin samaa mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Jonkin verran parempaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Pysynyt samana;Pysynyt samana;Jonkin verran huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran parempaan;Jonkin verran parempaan;Pysynyt samana;4;2;1;4;5;5;4;3;4;6;6;5;7;6;4;4;3;1;Ei lainkaan lähellä 0;3;6;5;4;3;4;4;2;2;2;9;Suomen Keskusta (KESK);Täysin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Täysin eri mieltä;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Täysin eri mieltä;Qual73530196-3004-Finland;1;;;174;10;0.6;1500;FI;anonymous;;;;2mW2WrQNrM7vWXxuuDaOjo;37679796;341;d9632d92-ea49-9990-d314-1b615e6d1a32;;;;on;;D_API;;XXX
09-01-25 3:19;09-01-25 3:24;IP Address;100;317;True;09-01-25 3:24;R_2BaGiG5cUnbAoXT;anonymous;FI;0,5;;0;0;;35-44;Nainen;Länsi-Suomi;Ammattitutkinto;5;5;8;8;8;6;7;8;8;En lainkaan kiinnostunut;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Paljon huonompaan;Pysynyt samana;Jonkin verran huonompaan;Pysynyt samana;Jonkin verran huonompaan;Jonkin verran huonompaan;8;9;8;9;9;9;9;6;8;8;9;8;En osaa sanoa;En osaa sanoa;En osaa sanoa;En osaa sanoa;En osaa sanoa;En osaa sanoa;En osaa sanoa;En osaa sanoa;En osaa sanoa;5;En osaa sanoa;En osaa sanoa;5;5;En osaa sanoa;En osaa sanoa;En osaa sanoa;En osaa sanoa;En äänestänyt;Ei samaa eikä eri mieltä;En osaa sanoa;Ei samaa eikä eri mieltä;En osaa sanoa;En osaa sanoa;Ei samaa eikä eri mieltä;Täysin samaa mieltä;Qual73530196-3004-Finland;1;;;317;10;0.6;1500;FI;anonymous;;;;5KdZKrCVz9kNGzsEtsZQIc;37679796;341;9d699144-2295-3eca-8841-2acb6bf3e712;;;;;;;;
23-01-25 5:04;23-01-25 5:09;IP Address;100;334;True;23-01-25 5:09;R_8WL6Uf9RyRSaGqJ;anonymous;FI;0,699999988;;0;0;;35-44;Nainen;Länsi-Suomi;Ammattitutkinto;0;2;6;7;En luota ollenkaan 0;4;8;7;8;Jonkin verran kiinnostunut;Täysin samaa mieltä;Jokseenkin eri mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Jonkin verran huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Paljon parempaan;Pysynyt samana;Paljon huonompaan;Pysynyt samana;En osaa sanoa;Jonkin verran huonompaan;Pysynyt samana;En osaa sanoa;En osaa sanoa;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;En osaa sanoa;7;Kehitys johtuu täysin hallituksen politiikasta 10;6;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;6;Kehitys johtuu täysin hallituksen politiikasta 10;En osaa sanoa;En osaa sanoa;En osaa sanoa;En osaa sanoa;En osaa sanoa;En osaa sanoa;En osaa sanoa;En osaa sanoa;En osaa sanoa;7;En pidä ollenkaan 0;6;5;8;9;En pidä ollenkaan 0;3;En osaa sanoa;Kansallinen Kokoomus (KOK);En osaa sanoa;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Täysin eri mieltä;Jokseenkin samaa mieltä;Täysin eri mieltä;En osaa sanoa;Qual73530196-3004-Finland;1;;;334;10;0.6;1500;FI;anonymous;;;;46P2FrbxLC1nAnfSUyPn6r;37679796;341;bee441b8-a3b2-9c79-8b0e-22a2925a659d;;;;on;Q17;D_API;;XXX
23-01-25 5:03;23-01-25 5:11;IP Address;100;481;True;23-01-25 5:11;R_2iEW175qA7ZcrrW;anonymous;FI;1;;0;0;;45-54;Mies;Länsi-Suomi;Ammattitutkinto;5;4;3;3;4;3;4;6;7;Jonkin verran kiinnostunut;Jokseenkin samaa mieltä;Täysin eri mieltä;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Paljon huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Pysynyt samana;Pysynyt samana;Pysynyt samana;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Pysynyt samana;Jonkin verran parempaan;Pysynyt samana;7;7;6;5;5;5;8;8;9;6;5;5;2;7;3;5;1;1;1;1;7;2;6;3;5;1;1;1;1;6;Perussuomalaiset (PS);Täysin eri mieltä;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Qual73530196-3004-Finland;1;;;481;10;0.6;1500;FI;anonymous;;;;7oXRxBnpxfA1gHugsAEIJK;37679796;341;120023bf-1e8c-7ecf-74a5-589e48b1f449;;;;on;Q17;D_API;;XXX
23-01-25 5:04;23-01-25 5:17;IP Address;100;750;True;23-01-25 5:17;R_2ahsgQhIIQcMhj9;anonymous;FI;0,800000012;;0;0;;45-54;Mies;Helsinki ja Uusimaa;Ammattitutkinto;1;5;2;5;2;5;7;5;7;Jonkin verran kiinnostunut;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Paljon huonompaan;Jonkin verran huonompaan;Pysynyt samana;Pysynyt samana;Pysynyt samana;Pysynyt samana;Jonkin verran huonompaan;Pysynyt samana;Jonkin verran huonompaan;Jonkin verran huonompaan;Jonkin verran huonompaan;Pysynyt samana;2;2;5;5;5;5;Kehitys johtuu täysin hallituksen politiikasta 10;5;Kehitys johtuu täysin hallituksen politiikasta 10;5;5;5;9;8;2;5;4;5;3;3;3;9;8;2;5;4;6;3;3;3;Suomen Sosialidemokraattinen Puolue (SDP);Jokseenkin eri mieltä;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Jokseenkin samaa mieltä;Qual73530196-3004-Finland;1;;;750;10;0.6;1500;FI;anonymous;;;;7Fjg2gOqjbx8R05Kz6on9H;37679796;341;766aa2d5-084b-d896-51dd-b87317622ea7;;;;on;Q25;D_API;;XXX
23-01-25 5:11;23-01-25 5:17;IP Address;100;343;True;23-01-25 5:17;R_8hlmRAqChB1FhiH;anonymous;FI;1;;0;0;;55+;Mies;Länsi-Suomi;Ylioppilastutkinto;9;8;9;7;9;8;8;9;9;Jonkin verran kiinnostunut;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Jonkin verran parempaan;Pysynyt samana;Pysynyt samana;Jonkin verran parempaan;Pysynyt samana;Pysynyt samana;Pysynyt samana;Jonkin verran parempaan;Jonkin verran huonompaan;Pysynyt samana;Jonkin verran parempaan;Jonkin verran parempaan;7;5;5;7;5;5;6;7;5;5;7;7;4;7;8;9;4;4;7;8;7;4;7;8;9;4;4;8;8;7;Suomen Keskusta (KESK);Täysin eri mieltä;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Jokseenkin samaa mieltä;Ei samaa eikä eri mieltä;Ei samaa eikä eri mieltä;Jokseenkin eri mieltä;Qual73530196-3004-Finland;1;;;343;10;0.6;1500;FI;anonymous;;;;4s83GyHAKgiCmN5nuusPtu;37679796;341;919fc802-c670-e59f-c3df-f387f4bc044d;;;;on;Q25;D_API;;XXX
23-01-25 6:36;23-01-25 6:43;IP Address;100;423;True;23-01-25 6:43;R_8QgIah9TURWt1Rv;anonymous;FI;1;;0;0;;45-54;Mies;Länsi-Suomi;Ylempi opistoaste tai ammattikorkeakoulututkinto;2;3;En luota ollenkaan 0;2;3;3;3;1;3;Jonkin verran kiinnostunut;Jokseenkin eri mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Täysin eri mieltä;Jokseenkin samaa mieltä;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Pysynyt samana;Pysynyt samana;Pysynyt samana;Paljon huonompaan;Jonkin verran huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Jonkin verran parempaan;Jonkin verran parempaan;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;5;4;3;Kehitys johtuu täysin hallituksen politiikasta 10;7;8;4;3;3;6;Ei lainkaan lähellä 0;2;3;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;Ei lainkaan lähellä 0;6;En pidä ollenkaan 0;2;3;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;En pidä ollenkaan 0;Suomen Sosialidemokraattinen Puolue (SDP);Täysin eri mieltä;Täysin samaa mieltä;Täysin eri mieltä;Jokseenkin eri mieltä;Jokseenkin eri mieltä;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Qual73530196-3004-Finland;1;;;423;10;0.6;1500;FI;anonymous;;;;5EWsDLUtj9SPX8S1PPFGn6;37679796;341;eaafb0e0-67ec-1bd5-c1ae-1972f228fa15;;;;on;Q25;D_API;;XXX
23-01-25 17:07;23-01-25 17:12;IP Address;100;294;True;23-01-25 17:12;R_2GQQwGtj3kFs5W1;anonymous;FI;0,899999976;;0;5;;25-34;Mies;Helsinki ja Uusimaa;Ylempi opistoaste tai ammattikorkeakoulututkinto;7;8;6;7;8;7;9;7;8;Jonkin verran kiinnostunut;Täysin samaa mieltä;Täysin eri mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Täysin samaa mieltä;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Jonkin verran huonompaan;Paljon huonompaan;Paljon huonompaan;Paljon huonompaan;Jonkin verran parempaan;Jonkin verran huonompaan;Pysynyt samana;Jonkin verran parempaan;Jonkin verran parempaan;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;7;7;8;Kehitys johtuu täysin hallituksen politiikasta 10;8;9;9;Kehitys johtuu täysin hallituksen politiikasta 10;Kehitys johtuu täysin hallituksen politiikasta 10;8;Ei lainkaan lähellä 0;4;6;5;9;5;2;1;Pidän erittäin paljon 10;En pidä ollenkaan 0;1;3;4;8;4;En pidä ollenkaan 0;En pidä ollenkaan 0;Vasemmistoliitto (VAS);Täysin eri mieltä;Jokseenkin samaa mieltä;Jokseenkin eri mieltä;Täysin samaa mieltä;Jokseenkin samaa mieltä;Täysin samaa mieltä;Täysin eri mieltä;Qual73530196-3004-Finland;1;;;294;10;0.6;1500;FI;anonymous;;;;1U2rDcxJPU9boCFIlZG9XF;37679796;341;3f7050b5-498d-e0ff-f581-e699b0c029ce;;;;on;Q25;D_API;;XXX
